Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
-0.184293,51.607692,1,Slight,2,1,2005-02-23,4,22:37:00,30,E09000003,3,598,6,30,5,4,6,0,0,0,4,3,2,0,0,1,1,E01000302
-0.18453,51.60176,1,Serious,2,1,2005-02-23,4,09:21:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01000295
-0.174107,51.602408,1,Slight,2,1,2005-02-26,7,01:00:00,30,E09000003,3,1000,3,30,6,2,3,1000,0,0,4,1,4,0,0,1,1,E01000316
-0.18366,51.630792,1,Slight,2,5,2005-02-25,6,14:35:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000280
-0.221815,51.589921,1,Slight,1,1,2005-02-24,5,14:45:00,30,E09000003,4,552,6,30,6,2,3,504,0,5,1,3,2,0,0,1,1,E01000243
-0.234122,51.592715,1,Slight,2,1,2005-02-21,2,18:04:00,30,E09000003,3,41,3,40,6,2,5,0,0,0,4,1,1,0,0,1,1,E01000239
-0.173757,51.643498,1,Slight,2,1,2005-02-08,3,09:24:00,30,E09000003,4,193,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000270
-0.141032,51.609622,1,Slight,4,1,2005-02-18,6,10:12:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000160
-0.205119,51.61062,1,Slight,3,1,2005-02-08,3,17:45:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000262
-0.208888,51.577225,1,Slight,1,1,2005-02-25,6,13:00:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000220
-0.16246,51.651235,1,Slight,2,1,2005-02-15,3,00:05:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000169
-0.184449,51.658052,1,Slight,1,1,2005-02-14,2,21:20:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01000246
-0.273775,51.605445,1,Slight,1,1,2005-02-21,2,11:25:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,4,1,1,1,2,0,1,1,E01002122
-0.201653,51.65445,1,Slight,1,1,2005-02-21,2,18:22:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000250
-0.184896,51.610668,1,Slight,1,1,2005-02-20,1,07:40:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,8,4,0,7,1,1,E01000302
-0.239565,51.605027,1,Slight,1,1,2005-02-25,6,15:10:00,30,E09000003,3,1,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000260
-0.270266,51.602785,1,Slight,1,1,2005-02-22,3,12:20:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,1,1,2,2,0,0,1,1,E01002123
-0.176407,51.635086,1,Slight,2,1,2005-02-16,4,22:15:00,30,E09000003,3,1000,6,30,8,4,6,0,0,0,4,1,1,0,0,1,1,E01000271
-0.209858,51.559884,1,Slight,1,1,2005-02-22,3,18:00:00,30,E09000003,3,407,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01000142
-0.172003,51.611637,1,Serious,2,1,2005-02-24,5,09:37:00,30,E09000003,3,1003,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000318
-0.173428,51.601318,1,Slight,3,2,2005-02-18,6,12:50:00,30,E09000003,3,406,6,30,6,2,3,406,0,0,1,1,1,0,0,1,2,E01000184
-0.187049,51.592896,1,Slight,2,1,2005-02-20,1,17:15:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000210
-0.213648,51.654543,1,Serious,2,1,2005-02-26,7,19:35:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01000249
-0.199881,51.589677,1,Slight,2,1,2005-02-04,6,20:30:00,30,E09000003,3,406,6,30,6,2,3,598,0,5,4,1,1,0,0,1,1,E01000225
-0.192046,51.587039,1,Slight,2,1,2005-02-01,3,18:53:00,30,E09000003,3,1,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000205
-0.177026,51.612435,1,Slight,1,1,2005-02-25,6,21:47:00,30,E09000003,3,598,2,30,3,2,3,598,0,0,4,1,1,0,0,1,1,E01000299
-0.231201,51.571269,1,Slight,3,1,2005-02-28,2,07:40:00,30,E09000003,3,406,3,40,5,4,3,5,0,5,1,1,2,0,0,1,1,E01000223
-0.236337,51.587713,1,Slight,2,1,2005-02-24,5,13:45:00,30,E09000003,3,5150,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000239
-0.253046,51.607476,1,Slight,2,1,2005-02-28,2,19:54:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,1,4,3,2,0,0,1,1,E01000133
-0.199881,51.589677,1,Slight,1,1,2005-03-01,3,16:30:00,30,E09000003,3,406,3,40,6,4,3,598,0,0,1,2,2,0,0,1,1,E01000225
-0.155541,51.64717,1,Slight,2,1,2005-02-23,4,09:14:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,3,2,0,0,1,1,E01000168
-0.173277,51.601496,1,Slight,2,1,2005-02-19,7,23:47:00,30,E09000003,3,406,3,40,5,4,3,406,0,0,4,1,2,0,0,1,1,E01000184
-0.199694,51.652801,1,Slight,1,2,2005-03-06,1,18:00:00,30,E09000003,3,1000,6,30,7,2,3,411,0,0,4,1,1,0,0,1,1,E01000250
-0.215024,51.582714,1,Slight,2,1,2005-02-20,1,18:53:00,30,E09000003,3,502,6,30,2,4,6,0,0,0,4,4,2,0,0,1,3,E01000311
-0.252852,51.593715,1,Slight,2,1,2005-03-04,6,23:05:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,3,E01000155
-0.147463,51.607745,1,Slight,3,1,2005-03-08,3,17:38:00,30,E09000003,3,406,3,50,5,4,6,0,0,0,1,1,1,0,0,1,1,E01000163
-0.211944,51.5913,1,Slight,2,2,2005-03-10,5,19:15:00,30,E09000003,3,1,3,40,6,2,3,504,0,5,4,1,1,4,0,1,1,E01000242
-0.227424,51.571931,1,Slight,1,1,2005-03-08,3,14:15:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.207671,51.56048,1,Slight,1,1,2005-03-04,6,15:45:00,30,E09000003,3,407,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000139
-0.144053,51.602836,1,Slight,2,1,2005-03-06,1,21:08:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000157
-0.184888,51.607251,1,Slight,3,1,2005-03-09,4,10:49:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000298
-0.189932,51.603912,1,Serious,1,1,2005-03-10,5,22:30:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01000298
-0.164379,51.589397,1,Slight,1,1,2005-03-10,5,19:13:00,30,E09000003,3,504,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000181
-0.175731,51.612325,1,Slight,2,1,2005-03-11,6,12:01:00,30,E09000003,3,1000,2,30,6,2,3,1003,0,5,1,1,1,0,0,1,1,E01000299
-0.239705,51.575264,1,Slight,2,2,2005-03-11,6,08:17:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000305
-0.279228,51.621621,1,Serious,1,1,2005-03-16,4,20:00:00,30,E09000003,3,41,3,30,0,-1,-1,0,0,0,4,1,2,4,0,1,1,E01000191
-0.155545,51.64708,1,Slight,2,1,2005-03-02,4,16:59:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000168
-0.172141,51.597431,1,Slight,2,1,2005-03-13,1,20:40:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000185
-0.28484,51.618376,1,Slight,2,1,2005-02-27,1,20:20:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000190
-0.204952,51.563586,1,Slight,2,1,2005-03-06,1,18:59:00,30,E09000003,3,41,3,40,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000138
-0.231205,51.58233,1,Slight,2,1,2005-02-23,4,17:20:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,4,3,2,0,0,1,2,E01000314
-0.263275,51.630828,1,Slight,2,2,2005-03-07,2,06:52:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000195
-0.166707,51.65346,1,Slight,2,1,2005-02-21,2,12:55:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000167
-0.219164,51.576482,1,Slight,2,1,2005-03-18,6,08:15:00,30,E09000003,3,41,1,30,1,4,3,406,0,0,1,1,1,0,0,1,1,E01000307
-0.211862,51.563962,1,Slight,2,1,2005-02-18,6,20:25:00,30,E09000003,6,0,6,30,5,4,6,0,0,0,1,1,1,0,0,1,3,E01000142
-0.211456,51.581671,1,Slight,2,1,2005-03-10,5,12:34:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000215
-0.286817,51.623441,1,Slight,1,1,2005-03-12,7,09:45:00,30,E09000003,3,41,1,50,1,4,6,0,0,0,1,1,1,0,0,2,1,E01000189
-0.206279,51.588516,1,Slight,4,2,2005-03-12,7,08:30:00,30,E09000003,3,1,3,40,7,2,3,406,0,5,1,1,1,0,0,1,1,E01000238
-0.199666,51.591472,1,Slight,4,2,2005-03-11,6,09:15:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000203
-0.173277,51.601496,1,Slight,3,1,2005-03-20,1,14:58:00,30,E09000003,3,406,3,50,5,4,5,0,0,0,1,1,1,0,0,1,1,E01000184
-0.306274,51.636312,1,Slight,2,2,2005-03-13,1,10:50:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01002114
-0.187127,51.623562,1,Slight,2,1,2005-03-01,3,13:45:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,3,E01000283
-0.241599,51.597234,1,Slight,2,1,2005-02-04,6,20:00:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,3,E01000154
-0.226868,51.589908,1,Slight,1,1,2005-02-06,1,21:14:00,30,E09000003,3,504,6,30,9,4,5,0,0,1,4,1,1,0,0,1,1,E01000239
-0.245859,51.599096,1,Slight,2,1,2005-03-15,3,17:01:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000154
-0.144752,51.621102,1,Serious,1,1,2005-03-18,6,18:15:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000123
-0.143233,51.615862,1,Slight,2,1,2005-03-06,1,07:25:00,30,E09000003,3,1003,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000124
-0.214461,51.582346,1,Slight,2,1,2005-03-17,5,09:38:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000311
-0.176788,51.614769,1,Slight,2,1,2005-03-16,4,19:30:00,30,E09000003,3,598,6,30,3,4,3,1000,0,0,4,1,1,0,0,1,1,E01000299
-0.176293,51.594708,1,Slight,2,1,2005-03-08,3,14:00:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000179
-0.276359,51.613486,1,Slight,2,1,2005-03-16,4,13:30:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000192
-0.248748,51.614066,1,Slight,2,1,2005-03-17,5,16:05:00,30,E09000003,3,5100,6,30,3,4,6,0,0,1,1,1,1,0,0,1,3,E01000264
-0.232362,51.571107,1,Slight,2,1,2005-02-12,7,14:30:00,30,E09000003,3,5,1,30,1,2,3,406,0,5,1,1,2,0,0,1,3,E01000305
-0.183297,51.657944,1,Slight,2,1,2005-03-18,6,09:00:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,3,E01000246
-0.252737,51.623028,1,Slight,2,1,2005-03-01,3,09:30:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01000264
-0.241205,51.577534,1,Slight,2,1,2005-03-17,5,10:27:00,30,E09000003,3,504,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000308
-0.219133,51.584665,1,Slight,6,1,2005-03-25,6,07:45:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000237
-0.197858,51.637126,1,Slight,2,2,2005-03-24,5,08:10:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000279
-0.183552,51.600936,1,Slight,1,1,2005-03-19,7,08:56:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000297
-0.193946,51.601006,1,Slight,2,1,2005-03-25,6,17:10:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000196
-0.214034,51.596907,1,Slight,2,3,2005-03-25,6,15:12:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000198
-0.276273,51.615733,1,Slight,4,1,2005-03-23,4,18:15:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000192
-0.257771,51.604759,1,Slight,2,1,2005-03-03,5,18:35:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000130
-0.215731,51.583085,1,Slight,1,1,2005-03-13,1,10:28:00,30,E09000003,3,502,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01000236
-0.215892,51.590011,1,Slight,2,2,2005-03-23,4,10:05:00,30,E09000003,3,504,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000243
-0.251908,51.588215,1,Slight,1,1,2005-03-18,6,19:15:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000147
-0.196779,51.646102,1,Slight,2,1,2005-03-04,6,12:54:00,30,E09000003,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000289
-0.235567,51.58896,1,Serious,3,1,2005-03-09,4,19:17:00,30,E09000003,3,41,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000239
-0.234622,51.620779,1,Slight,1,1,2005-03-17,5,00:28:00,30,E09000003,4,1461,6,30,0,-1,-1,0,0,0,4,1,1,0,7,1,1,E01000261
-0.140446,51.631015,1,Slight,2,1,2005-03-01,3,09:05:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01000120
-0.198006,51.589648,1,Slight,4,1,2005-03-27,1,12:05:00,30,E09000003,3,406,3,40,3,2,6,0,0,5,1,1,1,0,0,1,1,E01000203
-0.201225,51.65795,1,Slight,3,5,2005-03-09,4,16:20:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000250
-0.175013,51.630209,1,Slight,3,1,2005-02-14,2,19:15:00,30,E09000003,3,1000,6,30,3,2,3,5109,0,5,4,1,1,0,0,1,2,E01000281
-0.212931,51.566136,1,Slight,2,1,2005-03-01,3,16:00:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,3,E01000224
-0.220083,51.586208,1,Slight,1,1,2005-03-31,5,11:40:00,30,E09000003,3,502,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000245
-0.250093,51.612917,1,Slight,1,1,2005-04-04,2,08:50:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000235
-0.255832,51.621456,1,Slight,2,1,2005-03-30,4,14:30:00,30,E09000003,3,41,1,40,1,4,3,1,0,0,1,1,1,0,0,1,3,E01000231
-0.205785,51.659639,1,Slight,2,1,2005-03-03,5,11:24:00,30,E09000003,3,1081,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000254
-0.223652,51.650109,1,Slight,1,1,2005-03-30,4,06:55:00,30,E09000003,3,411,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01000253
-0.228119,51.583722,1,Slight,2,1,2005-03-03,5,12:42:00,30,E09000003,3,41,3,50,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000237
-0.178184,51.601572,1,Slight,2,2,2005-03-26,7,20:44:00,30,E09000003,6,0,1,30,2,4,6,0,0,0,4,1,2,0,0,1,1,E01000319
-0.21609,51.577605,1,Slight,2,1,2005-03-19,7,19:00:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,4,1,1,0,0,1,3,E01000219
-0.239137,51.578762,1,Slight,2,1,2005-03-29,3,22:51:00,30,E09000003,3,504,6,30,3,4,3,504,0,0,4,2,2,0,0,1,1,E01000313
-0.233799,51.60476,1,Slight,2,3,2005-03-29,3,23:18:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,5,4,2,2,0,0,1,1,E01000260
-0.174644,51.603405,1,Slight,2,1,2005-03-28,2,22:10:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,3,E01000316
-0.245011,51.606097,1,Slight,2,1,2005-04-05,3,08:47:00,30,E09000003,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01000152
-0.272676,51.607767,1,Slight,2,1,2005-04-06,4,14:55:00,30,E09000003,3,5109,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01000194
-0.279635,51.614703,1,Serious,1,1,2005-04-04,2,17:15:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000193
-0.220691,51.574347,1,Slight,2,1,2005-04-08,6,12:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.232517,51.570839,1,Slight,2,2,2005-04-08,6,20:35:00,30,E09000003,3,406,7,30,5,2,3,5,0,0,4,1,1,0,0,1,2,E01000499
-0.257479,51.601067,1,Slight,2,1,2005-03-16,4,23:29:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000128
-0.150553,51.606355,1,Slight,4,4,2005-04-01,6,22:10:00,30,E09000003,4,550,3,30,6,2,4,550,0,5,4,1,1,0,0,1,1,E01000164
-0.19931,51.582204,1,Slight,2,1,2005-03-14,2,15:50:00,30,E09000003,3,598,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000211
-0.232365,51.571017,1,Slight,2,1,2005-04-06,4,09:29:00,30,E09000003,3,406,1,20,1,4,3,406,0,0,1,2,2,0,0,1,1,E01000499
-0.203595,51.561407,1,Slight,2,1,2005-04-17,1,18:05:00,30,E09000003,3,41,3,30,6,2,3,407,0,5,1,1,1,1,0,1,1,E01000138
-0.255567,51.620822,1,Slight,1,1,2005-03-26,7,07:35:00,30,E09000003,3,5109,6,30,3,4,3,1,0,1,1,1,1,0,0,1,1,E01000264
-0.200173,51.589591,1,Slight,2,1,2005-03-25,6,12:49:00,30,E09000003,3,406,3,40,6,2,3,598,0,5,1,1,1,0,0,1,1,E01000225
-0.230824,51.569824,1,Slight,2,1,2005-03-07,2,14:15:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000223
-0.175013,51.630209,1,Slight,1,1,2005-04-03,1,01:50:00,30,E09000003,3,1000,6,30,3,4,3,5109,0,4,4,1,1,0,0,1,1,E01000281
-0.277571,51.611975,1,Slight,3,2,2005-04-01,6,14:55:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01000194
-0.239137,51.578762,1,Serious,1,1,2005-03-17,5,21:08:00,30,E09000003,3,504,6,30,3,4,3,504,0,1,4,1,1,0,0,1,1,E01000313
-0.176424,51.616652,1,Slight,1,1,2005-04-01,6,15:56:00,30,E09000003,5,0,6,30,3,4,3,1000,0,0,1,1,1,0,0,1,1,E01000323
-0.257535,51.592076,1,Slight,2,1,2005-03-23,4,22:00:00,30,E09000003,3,5,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01000516
-0.226872,51.589818,1,Slight,1,1,2005-02-05,7,23:25:00,30,E09000003,3,504,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,E01000244
-0.206592,51.646522,1,Slight,2,1,2005-04-03,1,18:43:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000294
-0.227169,51.582179,1,Slight,2,1,2005-04-05,3,02:00:00,30,E09000003,3,41,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000310
-0.17698,51.6172,1,Slight,1,1,2005-04-06,4,15:30:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000321
-0.188788,51.647148,1,Slight,4,1,2005-04-06,4,15:15:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,E01000268
-0.206165,51.565763,1,Slight,4,1,2005-04-10,1,00:58:00,30,E09000003,3,41,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000138
-0.175074,51.607099,1,Slight,1,1,2005-04-17,1,18:16:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000316
-0.199324,51.592816,1,Slight,2,1,2005-04-17,1,09:02:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000201
-0.260888,51.595003,1,Serious,2,1,2005-04-12,3,19:03:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01000588
-0.144943,51.634144,1,Slight,2,1,2005-04-18,2,12:06:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000116
-0.203591,51.652951,1,Serious,2,1,2005-04-13,4,12:55:00,30,E09000003,3,411,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000250
-0.181003,51.592443,1,Slight,2,2,2005-04-04,2,13:25:00,30,E09000003,3,504,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,E01000210
-0.178054,51.644464,1,Slight,2,1,2005-03-31,5,09:25:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01000270
-0.173349,51.599698,1,Slight,2,1,2005-04-06,4,14:58:00,30,E09000003,3,1000,3,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01000184
-0.225325,51.581342,1,Slight,1,1,2005-04-07,5,15:46:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000310
-0.229902,51.578713,1,Slight,2,1,2005-04-04,2,13:50:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000310
-0.238791,51.576509,1,Slight,1,1,2005-04-20,4,15:42:00,30,E09000003,3,5,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000305
-0.26556,51.623938,1,Slight,2,1,2005-04-24,1,20:45:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000229
-0.19719,51.562838,1,Slight,2,1,2005-04-12,3,19:50:00,30,E09000003,3,407,6,30,6,2,3,598,0,5,4,1,1,0,0,1,1,E01000140
-0.246557,51.595959,1,Serious,2,2,2005-04-08,6,07:05:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,8,1,2,2,0,0,1,1,E01000155
-0.183148,51.654435,1,Slight,2,1,2005-04-17,1,18:34:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000247
-0.199872,51.58626,1,Slight,1,1,2005-04-21,5,14:07:00,30,E09000003,3,598,7,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000211
-0.234122,51.592715,1,Slight,2,2,2005-04-19,3,21:05:00,30,E09000003,3,41,3,50,6,2,5,0,0,5,4,1,1,0,0,1,1,E01000239
-0.201083,51.573868,1,Slight,2,1,2005-04-19,3,22:02:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000144
-0.171485,51.649668,1,Slight,3,1,2005-04-22,6,15:00:00,30,E09000003,3,110,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000171
-0.176764,51.618995,1,Slight,1,1,2005-04-21,5,15:59:00,30,E09000003,3,1000,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000321
-0.190647,51.614984,1,Slight,2,1,2005-04-11,2,07:10:00,30,E09000003,5,0,1,30,1,4,5,0,0,0,1,1,1,0,0,1,1,E01000278
-0.257782,51.600712,1,Slight,3,1,2005-04-16,7,13:05:00,30,E09000003,6,0,6,30,7,4,6,0,0,0,1,1,1,0,0,1,1,E01000128
-0.188506,51.614321,1,Slight,2,1,2005-04-12,3,22:10:00,30,E09000003,5,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01000301
-0.158961,51.612692,1,Slight,3,2,2005-03-29,3,12:30:00,30,E09000003,3,1003,6,30,6,2,4,550,0,5,1,1,1,0,0,1,1,E01000162
-0.239306,51.600526,1,Slight,4,1,2005-04-13,4,14:00:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000149
-0.232088,51.570743,1,Slight,2,1,2005-04-19,3,15:10:00,30,E09000003,3,406,7,30,1,2,3,5,0,5,1,1,1,0,0,1,1,E01000499
-0.164174,51.587325,1,Slight,2,1,2005-04-17,1,20:50:00,30,E09000003,3,1000,6,30,8,4,6,0,0,4,4,2,2,0,0,1,1,E01000182
-0.157657,51.605658,1,Slight,3,1,2005-04-16,7,13:10:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000315
-0.20112,51.645989,1,Slight,2,1,2005-04-19,3,17:40:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000292
-0.193281,51.606841,1,Slight,2,1,2005-04-02,7,19:10:00,30,E09000003,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,E01000296
-0.250847,51.619583,1,Slight,1,1,2005-04-16,7,02:00:00,30,E09000003,3,1,3,50,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000264
-0.229632,51.607935,1,Slight,2,1,2005-04-11,2,18:15:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000260
-0.230322,51.571615,1,Slight,3,1,2005-04-18,2,07:25:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000223
-0.279069,51.610558,1,Slight,1,1,2005-04-08,6,08:55:00,30,E09000003,3,5,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01000194
-0.199813,51.57313,1,Slight,3,5,2005-04-17,1,22:14:00,30,E09000003,3,502,6,30,6,2,5,0,0,5,4,2,2,0,0,1,1,E01000144
-0.174223,51.64989,1,Slight,1,1,2005-04-08,6,19:30:00,30,E09000003,3,110,6,30,0,-1,-1,0,0,1,4,1,1,0,0,1,2,E01000268
